Operation_ID,Job_ID,Work_Load,Processing_Rate
0,15,4,"[ 1.61190056 12.8491871   9.82019794  8.90898185  5.53640538  4.85208639
  6.83681135 13.66751598  0.81314189  2.74077466 11.86200092 10.66252293
  3.71424256  7.80116656]"
0,16,4,"[ 6.59363934  0.68132836 14.61782561 10.58868547 12.67825286  4.5574552
  3.72307782  8.52408355  9.9812685   5.83882118]"
1,16,2,"[13.99680677 11.92244797  1.84714703  4.76820214  8.91809946 12.94147559
  6.55389539]"
2,16,2,[ 5.62357391  8.75796329 12.79122267]
3,16,4,[13.5055253  12.80127576]
4,16,2,[3.80055048 9.82748699 6.72244194 0.69775156]
5,16,3,"[ 6.83812184 12.94883841 11.55361292 14.96321494  9.65429724 13.71129046
  8.55405074  0.8228705   4.91574859]"
6,16,2,"[11.72842317  3.71550085  8.71935838 14.60617711  7.86999657  2.82906112
  0.90963271  5.87050849  9.83630812]"
0,17,4,"[ 4.67215493 10.99663561  1.58355652  8.74526833 12.52209458  7.59685503
 13.8610546   5.95699356 14.51491322  9.92918044]"
1,17,4,"[ 1.73311963  3.7296354  10.80405742  8.97755355  4.61695744 14.65626206
 12.98775537 11.73692917  7.60267127  5.70693671  6.89214065 13.58969072
  9.71622776  0.91121168  2.95553411]"
2,17,3,"[ 5.72236337  4.80472229  3.91328909 13.84973258 12.95814032  2.8294648
  0.70822705  9.67143816  1.84177949 11.83423012 10.62139211  6.73849533
  8.64342855  7.90933061]"
3,17,3,"[ 0.52644652 11.74676108  3.71378435  6.71670387 14.80044251  7.61277916
 10.64353089  4.770331    8.83818575  2.94987144]"
4,17,2,"[13.94915493 10.65169784  2.56177317  3.5336847   1.60845533 12.73783077
  5.69673799  7.56287294 11.72090366  0.63895449 14.61646494  8.8161336
  4.92945387  6.81486539  9.71358062]"
0,18,3,"[ 8.52059914  7.8585702   2.53502441  9.79988988  6.87182094  3.55020791
 12.64972838  4.80329969 11.96215391 13.55790689  0.74718211  5.76945861
  1.87805029 10.61832704]"
1,18,2,"[ 6.8312682   1.59171844  4.63315479  9.6346535  14.75306528  8.62839124
  0.945044   11.72207254 12.6857307  13.52241292  2.85548851 10.63659264
  5.9069062   3.78684641]"
0,19,2,"[ 6.68695097 14.72882412  1.53661114  4.62660754 12.96399929  7.86021658
  5.65755127 11.7939455   8.76222901  2.79369147  3.79726257  9.78866967
  0.59727583]"
1,19,4,[ 3.64528174  2.65829725 12.95089056  4.94137882  6.80451776]
2,19,2,"[ 1.9001659  14.65484508 12.5838297  11.78794136 13.74947892  7.6843031
  4.93957253  9.93738266  5.93467529]"
3,19,3,[ 9.63251744  7.70888472  5.82368815  1.89014105 12.96972323  4.77534835]
4,19,3,[12.8418296   3.73093542  8.86043538]
5,19,3,"[ 8.60761796 11.72304567  2.64967162  5.53622878  3.6290725   4.85353522
 12.68552718  0.74697365 10.56657138  7.63750206  1.6443786   9.94776895
 13.88268205  6.93191997]"
6,19,4,"[ 2.72346421 14.78813671 13.54401564  7.98354245  4.90230828  8.50620321
 11.66938     0.63767829  1.86538636  6.69861814 12.59363759  3.76273241
 10.50917963  9.96233949]"
0,20,4,"[ 6.69592301  4.61436974 12.5225735   3.63916113  2.75108766  1.88578055
  8.53411921 11.94341949 10.5231583  14.85281224  5.57731642  9.79242071
 13.7106969 ]"
1,20,3,"[ 6.86105228 12.68191815 10.93487343 11.60133732  1.61517007  4.56271201
  5.65914135  3.93108336  8.98272929  0.71970042  9.56501966  7.72986898]"
2,20,2,"[ 5.86856122 13.74032138 14.65229147  1.94567412  4.74726994 11.96863201
  7.54763835  2.61712998  6.89913794  9.79262398 12.74705534  0.91525731
  8.50301689]"
3,20,3,"[ 5.98636774  4.75956168 14.52181648  2.87198963  8.68072165 10.50571201
  9.50547448 12.80698478  7.60408262  6.51351724  0.92553031  1.72349622]"
4,20,2,"[11.73523952  7.57234002  9.67601193  8.60010346  2.67449832  5.76070415
 10.61792956]"
5,20,2,"[ 8.82379805  3.90549184  6.64118068  0.78537771 14.86352175 10.88390152
 11.89436519  9.83284121 13.60836918  5.61058438  7.7483906  12.64751994]"
6,20,2,"[ 8.77088721  6.66601691 10.51342132 14.60667926  3.60339787  7.96383002
  0.97881933  2.80753679]"
0,21,2,"[ 2.80470031  6.53947526 14.63639897  7.54778164  4.54033111 11.60994833
  3.78490988  5.6121474  10.54859445]"
0,22,2,"[14.62127675 10.74307663  9.87990046  8.672091    7.7699832  12.86570026
  4.74555713 11.6813883  13.65215302  6.94673903]"
1,22,4,"[13.64212789  7.67754806 10.64091798  2.50953975 12.61772297  6.80172421
  9.65936897]"
0,23,3,"[ 4.59147412  3.6649448   0.61014028 12.93850951  7.86681459  9.8436683
 11.53994763 14.88242531 10.77120226  1.82612525  6.67249208  5.8763714
  8.60570454  2.68291628]"
0,24,4,"[12.98454692  5.94484891  0.8524609  10.82602515  7.74342406 13.97697352
  2.98209179  8.56586563]"
0,25,3,"[ 4.62160129  3.75525636 11.53707099  6.64856349  5.62424571  1.50111892
 13.85118416  2.67164382 12.61095151 14.97579829  9.59178753 10.63748705
  8.85894446  7.91199047  0.713104  ]"
1,25,2,"[ 3.66724319  5.66244287  6.88505649  2.83007149  0.51309195 10.58800893
  9.55636664]"
2,25,4,"[11.53845151  6.84903539  7.62891367  8.68458128  2.7989023   5.69772182
  9.65175828  4.65501489  3.94057642 12.55832465 14.53569542  0.71370986]"
3,25,2,[1.78412325 2.95719184]
0,26,4,"[ 2.55445269  1.61097736  8.58389845  6.60806552  5.86254881 10.80974617
  4.92593041  9.63545617 11.77956332 13.88382408  3.74653023  7.78577621
 12.60816024  0.85412546]"
1,26,3,"[10.83310474 14.78202301  9.77083312  2.54039676  8.87528449  0.52442727
  6.9170726  11.91614459  7.89278296 12.73727313  1.97546097  5.86065264]"
2,26,2,[11.89810435  5.91345718 13.56487461]
3,26,3,"[ 3.73350259  0.63099348  8.74606681  6.77252463  7.61275111 14.62275657
  9.79249583  1.71834767  2.60325257 13.50548323 10.69418926  4.71532976
  5.51369017]"
4,26,3,"[ 7.56267194  3.53597067  5.99925698  0.87610489  8.99057704 12.55547069
  4.9193277   9.94846388 10.9465696  13.60575863  6.78675683]"
5,26,3,"[ 7.67396556  2.74368324  9.71445898  8.56258012  1.86467187 11.74738824
 13.85681382  3.89079089 14.60700565  4.89886236 12.95792278  6.79415544
  5.67504266  0.75081602 10.66971158]"
6,26,3,"[ 2.81765719 14.84936277  6.69026194  4.64733404 12.888837   13.78652988
  7.98527027  5.79626126  1.6807722 ]"
0,27,3,"[ 5.65674577 13.61952791  4.60189364  6.89802912  8.7628533  14.79650157
 11.54253243 10.91790369  0.70713232  3.61305902  9.63847963  2.79201041
  1.67218759  7.97824451 12.79045699]"
1,27,2,"[ 7.8422596   4.68328207 12.769897   11.53158111 10.64790272  9.64138215
 14.88832711  0.92583564  6.55871188]"
2,27,3,[ 0.99133837  9.91674492  1.57004574  7.54898973 13.53591447]
3,27,3,[11.89992977  8.55261777]
4,27,2,[11.78092567  9.53435757  0.99078867]
0,28,2,[ 1.6494725  11.64912475  0.66487976 13.78438663  5.85209541]
1,28,4,"[12.97271618  7.50778846  9.9810972   8.64684611  5.74067804 14.70378522
 13.70325334 10.57690226  1.97025739 11.50631487  2.81760949  0.70048874
  3.6053815   6.7939875   4.99126346]"
2,28,3,[1.5330939  6.59130363 9.50576467]
0,29,2,"[ 2.60799482  9.54757523  3.71205058  4.68228397  8.8321234  14.60326993
  1.58722783]"
0,30,4,"[ 7.95834507 10.68157819  8.6599327  13.77216618 11.97406797  1.78719144
  4.56920656  3.6842267   5.60319245]"
1,30,4,[6.61889671 3.81629571 1.76675179 8.70908389]
0,31,2,"[ 5.79153532  3.86723521  8.50296123  9.80021918 11.95681788 10.86857956
 14.7530316   2.76580324  7.97673364 12.68675393  0.59090486 13.54290952
  4.66719946  1.63997291]"
1,31,4,[11.63892126  2.77624009  0.63394423 14.58583673  4.78310052 13.55230646]
2,31,3,[13.76885676  5.67851991  1.77647876  3.91331844 12.58466588  8.92516799]
3,31,4,"[13.63111021  3.9136658   8.98898104  6.79523354  9.6224596  11.92319795
  7.55844213 12.59016478 14.78041833  1.91456571  4.69320555]"
0,32,2,[13.68332448]
1,32,4,"[ 1.77748259  6.74680289  8.8465518  12.93285044 10.81647586 11.75749233
  7.62926973  5.65757138]"
2,32,3,[8.59293312]
0,33,2,"[14.80244382  7.50144656 12.65422565 10.97442009  4.58333383  0.90551322
  3.73136797 11.82394606]"
0,34,2,"[ 2.88960456 10.54407713  0.7199369  14.53117199  7.58566324 13.65403987
  9.56077542  5.5244613   1.59121377 12.77779965 11.83027204  4.60320849]"
1,34,4,"[ 3.7337407  11.90465087  6.52955436  2.53725504  8.75351448  5.93081594
 13.59025153]"
2,34,2,"[14.69758652  0.61431871  3.51370762 11.62936915  7.80831493 12.77123882
 13.61389697]"
0,35,4,"[14.535917    6.86769758  9.82613288  0.89740212 10.91492834  7.67456078
  4.86781632  1.79422307 12.90085841]"
1,35,2,[10.98314971  9.75797932  2.72244153 12.96030789  1.89410655 13.50433118]
2,35,3,[14.86088336  1.91661214 12.76767978  8.65947265  4.66483013]
3,35,4,"[ 6.86774782  7.8408666   1.97024679 14.5433829   4.64064099  8.5164767
 13.54415177]"
4,35,2,[4.67051806]
0,36,3,"[ 3.65408264 11.79752772 10.60358838  5.94542881  2.63740692 13.95255166
  1.91589182  4.79645703  9.89066834  6.77027438 12.85727743  8.53685869]"
1,36,4,"[10.83212844  3.67069813  2.89082175  9.5029325  11.65701469  8.69888662
  6.6663569   4.76948287  5.53514048 14.95370537  0.91811124  7.75536862
  1.66116032 13.99395134 12.68923417]"
2,36,3,"[ 3.57172023 14.71893378  2.77319424 12.74788882 13.66478051  7.78453548
  6.67416686 11.61370545 10.84538492  0.63109573]"
0,37,4,"[10.73578772  3.51869258  4.78206218  7.67150483  2.5619264   8.70822281
 12.85433805]"
1,37,3,"[ 9.56494974  2.98124068 14.85943282  5.86942204  1.70938719  3.92534433
 11.63986784  4.5718752  12.53211663  6.51281695  0.9253128   8.52317417
 13.69048306  7.91118584]"
2,37,3,"[ 9.81809449  1.80575569  6.57023806 12.69962198  3.90881651  0.74351029
 11.92899851  7.83402113 10.53961958  8.98030991]"
3,37,3,"[10.78147195 11.71009804 14.8702024   4.7692412   2.83566085  7.64258263
  0.5142349   8.77398018  3.69108603 12.84021528  1.73297995  9.93346266
  6.73104062  5.96845836 13.92728464]"
4,37,2,[ 7.6751881   2.81250053  4.61746939  6.5009493  13.88262127  0.68739973]
5,37,2,"[11.84885681  6.77057532 10.75542584 12.74098009  4.60104443 14.51903385
  8.88866491  3.62539865  7.59503483  0.6597766   1.86216808  2.90341054
  9.95716386  5.78842931]"
0,38,2,[14.58885281 11.85897088  1.81614955 13.75224544  0.97127159]
1,38,2,"[ 6.84925228  7.70982099  2.78680913  4.54577972 12.51844633  5.87541824
  3.7359829  11.77663108 13.78025068 14.69559077 10.74834058  0.54940836
  1.7938984   8.9434972 ]"
2,38,4,[13.85595148 10.5737886   3.51795217  9.61325958]
0,39,4,[ 5.59630698  8.54601212 13.56156043  0.80231361]
1,39,4,"[12.85719069  1.89014521  4.58993165 14.97562253  6.99516533  0.58866826
 13.66006939 11.87108807  8.84746574  3.58640099  7.65311521  5.9779006
  9.58721416]"
2,39,3,"[ 0.68381373 10.79318973  9.64066391  2.79764557  5.5112508   8.77150301
  3.85899034 14.52343192 12.50427218]"
3,39,4,[12.95744829  8.90705848  9.96114401 11.64156708]
4,39,2,[3.89987416]
5,39,2,[ 8.92838543 14.59408614]
0,40,3,"[10.85271127  6.69135495  2.72324833  0.57890168  4.59152252  1.63798907
 13.74455106  9.93231103]"
1,40,4,[8.74645084 2.5698337 ]
2,40,4,[ 0.71446969 14.76431256  5.81107657  9.62636461]
3,40,4,"[13.78704816 10.76622948  7.98466599  1.9270714   8.55367225  4.99079205
 14.70072775 11.90379239  3.79555102  5.56975473  2.53836049  6.88651308
 12.57157635]"
4,40,2,[11.65774366]
5,40,2,[ 3.52073794  7.93415584  8.87547034 12.56596221  1.80363819]
6,40,3,"[ 0.72338881 13.59694339  7.98011116  1.50700634 10.79712863  4.88839397
 11.9090027  14.83969041  2.95213924 12.67133858  3.92218152]"
0,41,3,[13.92520363]
1,41,2,[10.57742348  5.56466019 13.89781489 14.92646076]
2,41,2,[ 4.99728346  5.65477412  2.67512196  9.58287645 12.60781337]
3,41,3,"[13.61590013  5.92838178 11.79286062  6.64869107 12.78744934  1.55171562
  8.8064983  10.82288231 14.77839333  4.68643277  0.74353066  9.55592811
  3.6518488   7.7309398 ]"
0,42,3,"[ 2.66815689  3.78127638  1.74647794 12.71786805  9.63006299 13.8539193
 11.98031308  6.61259328 10.61880207  4.55660236  7.55183891 14.64446902
  0.80717079]"
1,42,3,[12.55095136  4.52389884  2.94936917 10.68401287]
0,43,2,[ 6.70066529 11.98471276  1.68294601 10.76948425  2.50758789  7.702888  ]
1,43,3,"[12.73868156 11.66332296  5.56355087 13.74387189  1.93207982  4.97099278
  6.85269135  3.92207323  7.71282838]"
2,43,4,"[ 5.90160018  0.65578438  2.51468652 11.54202104  9.73490434  8.69483608
  1.65513494  3.65923521]"
0,44,3,"[13.60430621 14.53235418  6.87347987  2.60684817  7.6852286   0.86775194
  5.72282021  1.59042255 10.9715455   8.51935334  9.52456993 12.79495316
  4.92033401]"
1,44,3,[14.57309443]
2,44,4,"[ 9.65672593  1.5177977  12.97375373 13.6876212   2.58877878  6.70594611
 11.96499089  8.63207277  4.67563025  3.52770325  5.78747136  7.93103796]"
3,44,2,"[ 5.51829064  7.75480129  0.66610044  1.71675229 14.8693256   9.93407475
 13.81781972 12.8252855   3.73988054  6.53845906  8.67390581  4.57667942
  2.80303367 10.85300388 11.86779808]"
4,44,4,[11.54974113  0.69733765 10.55073357  4.98503751  3.54496436]
5,44,4,"[12.74338261  1.7044582  13.8812529   4.59586627  3.98842037  9.97124757
 11.64146275  6.98660588 10.78951665  0.70303849  8.73268442]"
0,45,4,[8.91777092 3.94649789 6.81601848 1.71703069]
1,45,3,"[ 6.57712206  8.96309124 13.880475   11.69208932 10.55891121  9.78344578
  2.50730958  4.83291464]"
0,46,3,"[11.84314126  4.52209638  7.94745761 10.95870344  3.63103251  9.69140905
  6.6036128  13.88620819  1.57439286  0.54646964  8.52583012 14.92767869
 12.98554505]"
1,46,3,"[12.74573813 14.55162539  6.90507288  7.59024996 11.98123954  5.5813902
  8.6426705   9.83991814  4.56276727  0.7309863   2.54440172 10.52758565
  3.84873405  1.56607251]"
2,46,4,"[ 2.83648008 14.57406401  5.53797378 12.55897642  4.76978956  8.515231
  6.73918711 13.9960338 ]"
3,46,4,"[13.503466    9.91910386  6.94184625  1.79624332  2.6706551  10.99248086
  4.66148888  8.88497724  0.59126751  5.77576067]"
0,47,2,"[ 9.76822773  4.78768996  3.55263175  6.73770764  5.84827347  7.83354596
  2.8429586  10.74400561  0.82760165 11.53254056  8.6374862  13.7489808
 12.95549566  1.8866337  14.9637646 ]"
1,47,4,"[ 2.7651021   3.78511388 14.8005825   0.61188209 11.88017677  9.90712138
  5.86737792  6.51438934  8.68766316 13.66059687]"
2,47,2,[ 9.51616619  0.60254743  6.98857936 13.5259925  10.55400643  1.52852361]
3,47,3,"[ 3.54898378  4.64638875  6.76811063 14.90787701 10.66551904  5.72566343
 12.88220815 13.60682952  0.56936604  2.51150606]"
4,47,4,"[ 9.83638749 14.94773994 13.75302931  5.55739442  1.52438391  6.58183864
 12.67744001  8.93003194  3.60873767]"
5,47,3,[ 4.69906168 11.88515351  2.99280336 13.70211378  8.85946863]
6,47,2,"[ 9.74862812 14.5617152   0.93370417  8.81098842  6.6371119  12.50306317
  2.95569488 11.8644748   7.51582624]"
0,48,4,[ 4.95923661 11.76063508]
1,48,3,[12.81695979  3.99808329  8.51674206]
2,48,4,[4.94586589 0.74644124 1.53217255 8.76956398 7.710993  ]
3,48,2,[ 9.67357631 10.84740789]
4,48,3,[10.96872784]
0,49,3,"[ 3.57507005  6.66134917 11.8844324  12.53269747  7.50776379  2.62659887
  8.88706205  0.88762466  5.9366253  13.83041055 10.80693125 14.69814825
  1.65804637]"
1,49,3,"[ 1.98309969  4.75032945 11.66533336  3.74072693 12.70282474 10.98186428
  7.8526555   8.92041809 13.5230503 ]"
