Operation_ID,Job_ID,Work_Load,Processing_Rate
1,10,2,[5.58883332 4.93129561 1.90606245 3.79656671]
2,10,3,[5.9616673]
3,10,4,"[6.60729604 0.60835691 3.9718442  4.9219966  5.87307555 7.66463438
 2.74083875]"
0,11,4,[3.9450657  4.67898011 6.93337278]
1,11,2,[5.80207094 3.88757599]
2,11,4,[0.8245277]
3,11,3,"[4.56647157 7.56634955 5.80591516 1.75814112 3.92237383 6.96605579
 2.87864429]"
0,12,4,[5.97221514 4.86401715 3.54735755 7.78663393]
1,12,2,[4.60803984 7.67073132 3.83442232 6.58402295]
0,13,3,[4.9732424  6.79560606]
1,13,4,"[6.98965098 4.57720337 7.54164166 5.65869576 3.84949756 0.57970774
 2.74337922]"
2,13,4,[0.75793356 2.90490293]
3,13,4,"[5.68180508 2.69286758 1.88725968 4.89009133 0.65692263 6.96594063
 7.67408092]"
4,13,2,"[0.92933824 6.59558079 5.89220285 7.78272753 3.95018461 1.79114321
 4.62954068 2.70700507]"
0,14,2,[0.65226515 5.757669   1.86960972 4.81524452 6.8846505  2.73395191]
1,14,2,[1.55231781 3.93280834 7.83354514]
2,14,2,[2.89191226 7.6855584  4.54076015 5.96122207 1.78197443 0.95062265]
3,14,4,"[3.97261273 0.89453675 4.6127487  1.85648495 5.62901463 7.81820262
 2.83726858]"
0,15,3,[6.74316742 1.92994943 4.72965435 3.52001831 5.81008019]
1,15,4,[1.89538123 6.66074561 5.62282688 7.81001523 3.65515683 2.73781443]
0,16,4,[7.52303434 2.50295417 3.77469329 5.96537265 4.87093014 6.63929332]
1,16,3,[4.68236746 5.59561812 0.82585463 1.55275428 6.94415021 3.90736467]
2,16,4,[4.73427766 0.76949937 2.9095297  7.9264048 ]
3,16,3,"[3.65134556 7.92025454 1.96190533 6.75270334 4.82720382 5.92970854
 0.98685433 2.6277784 ]"
4,16,4,[3.76155946 7.93588699 5.61032289 6.64843466 1.83566307]
5,16,2,[5.67418797]
6,16,2,[3.71234678 0.65493921 1.67319107 6.54815739]
0,17,4,"[1.92181359 6.77612643 0.74695782 5.62036354 4.65996534 7.69620305
 3.637819  ]"
0,18,4,[7.59129124 4.53523622]
1,18,2,[1.91493603]
2,18,2,[4.55329671 5.81362301 1.98231393 3.59122485 2.79543127 6.77143264]
0,19,2,[7.95902936 0.7972595 ]
1,19,3,"[0.61646389 6.83861703 7.98923488 1.87149642 5.76790639 3.56380226
 2.77543694 4.83665513]"
2,19,4,[6.77816389 5.72848079 2.82717028]
3,19,2,[6.91779341 0.81991843 7.73692849 3.52881565 2.65332226]
4,19,2,[4.75088774 7.71555155 5.6447621  3.58665125 6.79914854]
5,19,4,[7.71407754 0.64239695 4.88731477]
6,19,3,[0.81268708 1.76332514 6.7783771  7.93215269 3.96228699 5.81230297]
0,20,3,[4.63219061 3.54805668 6.64479222 1.98780162 0.53689166]
0,21,2,[5.66532305 7.79151381]
0,22,2,[5.50275241 3.86339603 7.98234099]
1,22,4,"[2.95664638 0.62540369 1.98537335 7.81248834 6.8582532  4.59925582
 5.60801478]"
2,22,4,[0.66926382]
3,22,2,"[0.84910451 1.63242103 4.59864026 6.93540461 7.99558873 2.58365178
 5.80926688 3.59147428]"
4,22,2,[3.76703689 2.93464407 5.50459491 4.96639559 6.78975374 0.94333169]
5,22,4,[5.50050357 3.6545309  1.8962818 ]
6,22,4,[2.77158713]
0,23,4,[1.54804838 0.59241498 6.51868438]
1,23,3,"[4.89058723 3.8127698  2.86163085 6.59787143 5.7142996  0.7363817
 1.92939727 7.69714146]"
2,23,2,"[5.62693987 0.83543484 6.66477005 1.53701103 4.78697232 2.62716457
 7.58919228]"
3,23,2,[1.64296099 2.64619168 6.69721711 4.97688112 7.94825546 3.52809485]
0,24,2,[4.69669902 0.88297934 3.69961802 1.92804405]
0,25,2,[3.60164827 5.57837424 0.6826479  2.78726598 4.74573948 7.59462526]
1,25,3,[6.98721417 5.71989233 3.51823331 4.95241065]
0,26,3,[1.92084824]
1,26,2,[3.50965029 7.8016015 ]
2,26,4,[5.96607974 7.97404618 0.68220823]
3,26,4,[3.77789231]
0,27,2,[0.91276845 3.86140689 4.58662093 2.75567156 5.54214966]
1,27,4,[6.68738714 1.61329038]
2,27,2,[0.97816293 3.55109212 2.50583593 6.52914997 1.74233187 4.68287642]
3,27,3,[2.73397358 7.80059949 3.98291913 6.79455146]
4,27,4,[3.998624   6.96473515 4.83630391]
5,27,4,"[1.60319423 6.67939925 7.84013191 2.78641739 4.76717723 0.85025957
 3.67807527 5.55521546]"
0,28,3,"[2.77465089 5.51141205 0.77902631 7.70299219 3.63757488 1.68840613
 6.70742611]"
1,28,2,[0.68008308 4.55201813 6.93874311 2.60676498 7.54335407]
2,28,2,[3.63921622 1.71247617 6.62458127 0.70651102]
3,28,4,[1.99813653 0.57049193 3.75843121 5.53320584]
0,29,4,[0.63544592 6.99817693 3.76724314 7.84466683 5.85185462 2.73156833]
0,30,2,"[0.90314454 7.60930152 1.98019654 6.54307534 4.74188951 2.83406463
 3.96655767]"
0,31,4,[2.6946981  4.97087757 7.59738734 6.68401518]
1,31,2,[3.62707697 0.84649384 1.8915943  5.81236169 2.53434657 4.57664312]
2,31,2,[0.69775798 4.71145645 1.9343771  6.60791641]
3,31,2,[7.72691937 5.70901556 0.73697158 6.96499089]
4,31,4,"[2.91612027 5.66057361 6.78700434 3.89561112 1.74736948 0.61878188
 7.65558919]"
5,31,3,"[1.62502675 5.89766957 0.52674189 6.72033811 4.73808999 2.80238974
 7.58021138 3.58361732]"
6,31,4,"[2.51781715 6.62155605 1.50315916 0.97692599 3.67270139 7.68333768
 5.65036934]"
0,32,3,"[1.53407766 5.78611926 2.5523258  3.71180446 6.97426534 0.56737253
 4.98114477]"
1,32,2,[1.65697457 3.78318573 6.59691731 2.74996575 0.7442489  4.88277374]
2,32,4,[4.84601667 6.80354527 3.7796424 ]
3,32,3,[1.8550686  6.52693165 3.78077079 7.6191896  4.56588704 2.69863903]
4,32,4,[5.73334572 2.63346105 1.5836279  7.95482898 6.83099983 4.742824  ]
5,32,2,[3.96967931 2.79318055]
0,33,2,[0.92840183 5.80683204 6.88689723]
1,33,3,"[0.8913884  5.70823462 3.58163094 1.73937276 2.61892976 6.7801755
 7.96948655]"
0,34,3,[6.69830189 4.53658624 0.53646433 5.59717006]
1,34,4,[1.88161875]
2,34,4,[6.8103539  7.5930404  3.79375847 5.6642021 ]
3,34,2,[6.65333873 2.72118536 0.84903995]
4,34,4,"[7.72246193 6.59911859 1.61572233 0.50245939 5.56688206 2.9583582
 4.74395692]"
0,35,4,"[5.80985793 1.79587258 3.78733336 7.66027761 2.97644119 4.63000303
 6.95668131 0.5713092 ]"
1,35,3,[5.65367335 3.84917948 6.61841413 2.73057095]
2,35,4,[6.99173851]
0,36,2,[3.74206067]
1,36,3,"[3.66349559 4.98412632 1.64554345 5.99737387 7.75467358 2.89363522
 0.61235512]"
2,36,3,"[3.95977446 4.87688264 7.53837628 5.89532595 2.90934256 1.56266094
 6.52113753]"
3,36,4,"[5.86890054 0.68492078 3.61462605 4.6596424  1.60041008 2.95219395
 7.98617495 6.70883175]"
0,37,2,[0.75368807]
1,37,4,[7.85151884 2.75575546 4.96375462 3.7901891 ]
2,37,4,[5.64791884 2.62091877 0.84201646 1.53767989]
3,37,3,"[4.94962963 7.742617   6.92683389 3.69465897 5.74203477 1.83227076
 0.84135478]"
4,37,3,[5.99583515]
5,37,4,[1.52453265]
0,38,4,[6.77276846 7.70647194 3.74787891 0.62942925 1.70338518 4.78525862]
1,38,3,[3.75653929 1.92922934 6.93698553 0.69953991 5.78470149 2.77172147]
2,38,3,[5.81793123 4.64582373 3.8958374 ]
3,38,3,"[2.53735473 1.96943199 4.71998879 6.76593731 5.88656146 0.78555452
 3.93331982 7.74734305]"
4,38,3,[0.76447263 6.74926171 1.84279818 2.66151074 5.70579948]
0,39,4,[7.86010221 5.73580398]
1,39,2,[1.98602335 6.59790199 7.58162482]
2,39,4,[4.6250304  6.80205329 3.68124203]
3,39,4,"[2.75755702 3.74751506 4.93707532 7.73705351 5.83971895 0.78406565
 6.6255919  1.71731118]"
4,39,4,[7.97937571 4.74444353 5.62618916 6.55563953]
0,40,3,[4.83244729]
1,40,4,"[5.83136598 6.88303029 0.63540846 2.60410561 4.80255679 1.77249215
 7.89760518]"
0,41,2,[3.69972643]
1,41,2,[1.56772274]
2,41,4,[1.67175886]
3,41,4,"[1.87548151 4.8273259  0.73029877 3.80700945 2.51237922 7.64550334
 6.90286177 5.98271421]"
4,41,4,[5.52466313]
5,41,4,[7.66520542 1.53737652 6.79537835 3.89560432 4.78425387]
6,41,2,"[1.68915591 7.65579787 0.50551437 3.58495935 5.66490402 6.62887358
 4.93670708]"
0,42,4,[2.52044213 7.89566104 5.91248426]
1,42,4,"[0.89982307 6.64473931 2.65744107 1.9038323  5.88378849 3.76159519
 7.95466408]"
0,43,2,"[4.5631949  5.88713537 0.85453086 2.63298144 1.80762343 6.8512695
 3.91374699]"
1,43,2,[0.71972447 6.5031827  5.54284445]
2,43,2,"[0.56944075 3.80840204 1.88085108 5.84990557 4.68284888 6.58108166
 7.70409339]"
3,43,4,[0.77336542 2.8362441 ]
4,43,3,"[0.88854002 3.75705856 1.53688595 7.68208262 2.74627781 6.80892447
 5.67129938 4.89496992]"
5,43,4,[7.9975667  3.72802361 5.58760406]
0,44,4,[2.57122293 3.7736058 ]
1,44,3,[6.79545518 5.5634805  2.51185561 0.59370819 3.76028752]
2,44,3,[0.71396101 4.74295659 2.89443482]
3,44,2,"[0.80702475 6.6644461  3.55449088 2.85785091 4.96227304 5.95458317
 7.84338754]"
0,45,3,[6.58149614]
1,45,2,[7.900721   5.92906029 6.8257679  3.78970006 0.91424714 4.71527145]
0,46,3,[7.70233001 5.53000787 4.71378239]
1,46,3,[6.86278839 7.80911643 4.95561731 0.80004754 1.89658527]
0,47,3,[6.78814304 0.80925202 5.90273823 4.68473588 2.73114284]
1,47,3,"[6.91253357 4.77396785 7.7707471  1.54367446 5.80397028 3.80794916
 0.81066019]"
2,47,4,[2.74594219 5.60896692 4.69016776 1.51219299 7.98101807]
3,47,2,[6.93845722 1.64895335]
4,47,3,[1.95009976 4.81980303 7.86058799]
0,48,4,"[4.94092253 7.67747807 5.54020276 0.71977943 1.60961222 2.63218091
 6.81995195 3.83340415]"
1,48,4,"[7.95079707 3.58186724 4.88983961 0.91096603 2.538867   6.79747621
 1.88826358]"
2,48,4,[3.85958319 2.53269113 7.8729906  5.92578833 1.8283707 ]
3,48,3,"[3.6144797  2.80837508 7.82421117 0.69873811 5.53579949 1.54749674
 4.94263009 6.97777647]"
4,48,2,"[0.59219057 3.96394164 2.86469068 5.90264376 4.74555739 7.88377991
 1.88993853 6.75383557]"
5,48,3,[2.73868227 0.65426229 6.95894672 3.9056754 ]
0,49,2,[6.75675771 2.86537258]
1,49,2,[5.80264514 4.54423539 6.70454796 3.56410368]
2,49,4,[5.65594234 2.83589526 7.67569964 1.85754541]
3,49,4,[0.52416944 3.61010642 4.58977363 6.66011958 5.50221467 7.82020722]
4,49,2,[3.62630425 5.74683334 7.62495125 6.59941729 1.69653668]
0,50,3,"[0.76158074 6.68430034 3.51982301 1.94302828 2.73172681 4.8527704
 5.6868354  7.99571358]"
1,50,3,[5.9196435]
2,50,2,"[2.60037455 5.56355625 1.65107245 3.61907353 7.53693199 0.86662987
 4.99353529 6.62048023]"
3,50,3,[7.69581961]
4,50,4,[1.55952663 7.64061113 5.56553958]
5,50,2,[7.77519761 2.88075754 6.69841413]
6,50,3,[1.98554091 3.59483367 0.61223373 7.58301933]
0,51,3,[2.9499167  1.85042338 3.94872747 0.69860593 4.65672784 7.57622452]
1,51,2,[6.98258998 5.66840685 0.63992932 1.98297523 3.94765501 2.50407666]
2,51,4,[3.8642676  0.86063557 7.87182549 2.94551092 4.60155707 1.51409472]
3,51,2,[6.63790666 5.6008947 ]
4,51,2,[6.75836734 3.85440291]
5,51,3,[3.73234013 4.71932679 7.50960384 2.69899356 0.61083351 6.85196926]
0,52,4,"[0.59914474 4.68586189 1.8417022  2.86841337 7.89339944 5.98615076
 6.75597226 3.69156461]"
1,52,4,"[2.94086444 3.96501474 4.71085243 6.67467374 7.53725023 1.71680106
 0.55254662]"
0,53,2,[6.59550023]
1,53,2,[6.9490517]
0,54,2,"[1.80419052 0.97123535 5.59004735 6.75196003 2.997901   7.70843444
 4.63502724 3.50485913]"
1,54,3,[0.97335772 4.84983461]
2,54,4,[4.95259039]
0,55,4,[0.95081702 2.72080759 4.94580398]
1,55,3,[5.55953676 0.82623122 3.81004721 4.59134039 7.97377165]
2,55,3,"[3.63212414 1.97346954 0.53484183 4.83427721 7.52285433 6.82141985
 5.95619944]"
0,56,2,[6.87210564 2.96323033]
1,56,3,[7.94610387 3.7421321  4.93606933 0.6280265 ]
0,57,4,[5.58878221 0.91731502 4.65774077]
1,57,4,[5.73746357 7.63969091 4.58673971 6.73908357]
2,57,3,[3.92373112 5.54629171 6.7139797  4.55824555 7.82665954 2.90472116]
3,57,3,[5.6098794  4.85356656]
0,58,2,[4.55423138 3.5106804 ]
1,58,4,[0.53470802 3.82546557 7.5335662  2.83875027]
0,59,2,[6.63190966 3.5690167  0.52581135 5.92557121]
1,59,2,[2.53587013 5.81255873 4.7989623 ]
2,59,4,[0.86844174 5.67120809]
3,59,3,"[3.6264431  7.7602074  4.82668171 1.52067842 5.50932027 0.55930879
 6.67047445]"
4,59,2,[3.90016108]
5,59,3,[3.64969036 1.57109469 7.76287478 0.99852532 2.65172175 6.54693497]
6,59,3,[4.75156405]
0,60,4,[4.79822994 0.9666    ]
1,60,4,[6.88279014 1.96941612 5.94381092 4.67396743 2.53325966 7.72536762]
0,61,3,"[1.78231583 5.93129794 2.99262206 4.79958688 7.54064651 6.87642331
 0.64527275 3.93433311]"
1,61,4,"[3.85685531 2.55518211 1.55986701 0.65604082 7.74090141 4.61809399
 6.55319558]"
2,61,4,"[0.98389442 2.92385999 1.566632   4.88415604 5.94449756 3.55279424
 7.69762526]"
3,61,2,[3.6052561  2.86940009]
4,61,2,[6.89024537 5.51439125 3.75765158]
5,61,4,[2.93784666 5.85567639 3.72587276 1.91453659 4.93994834]
0,62,2,"[5.70798142 2.71292742 4.75208411 7.94348838 6.5763713  1.60521689
 3.91925059 0.80472549]"
1,62,3,[3.95252467 5.63541859 1.84022333 6.54620167 0.82063571 7.63015936]
0,63,4,"[3.81502849 5.59638787 7.50400189 1.71149517 4.53536016 6.76918322
 0.5767376  2.6474507 ]"
1,63,2,[5.54313027]
2,63,3,[1.61951766 4.59349272 7.68337991 5.94941794 6.96350837]
0,64,3,[7.93725572 1.77123545 4.85863544]
1,64,4,[4.73216767]
2,64,2,[0.5356294  3.51169655 6.97341375 2.96153073 7.72710536 4.90926365]
3,64,4,"[4.71906677 3.77139205 1.63590835 5.80048437 2.66452164 6.61223382
 0.56927044 7.84212105]"
4,64,4,"[7.5126177  4.99199398 5.65788434 2.57857922 6.91214386 0.99540142
 1.78181331 3.68001899]"
0,65,4,[6.79430413 5.7408569 ]
1,65,2,[2.61243308 0.82665107 3.98784579]
2,65,3,[3.88300966 2.63159807 4.66133656 1.56046069]
3,65,4,[3.91567327]
4,65,3,[4.72317458 5.77007959 6.8922154 ]
5,65,3,[6.91021766 2.70605208 1.58986765 4.57332919 0.95783958 7.59456141]
6,65,4,[6.83944769]
0,66,4,"[5.52937109 2.73182788 3.88577551 4.95777179 7.60600328 6.79829129
 1.69182816]"
1,66,4,"[0.96374565 5.51906703 3.98193821 4.53452911 2.70754021 7.56837293
 6.92808302]"
2,66,3,[7.67246036]
3,66,2,[2.68696417]
0,67,2,[0.62540025 7.85191922 5.75532929 2.70751937 6.6547155 ]
1,67,3,[5.5982275  0.53375932 4.67701295 1.80858093]
0,68,4,[2.57944658 3.86535785 4.90107267 0.90847379]
1,68,2,[4.72049227 2.84289354 5.54127488]
2,68,3,[1.92578682 7.65175988 2.69243522 5.99142659]
3,68,3,[0.97564664 7.60818275 2.76869067]
4,68,4,[2.74919434 3.85754673 7.62911022 6.54916739 4.50194962 1.95217663]
5,68,2,[0.54935855 5.73311454 3.86705689 1.82731326]
0,69,4,[4.59944111]
1,69,4,[2.80480078 1.65217533 3.97910328 0.85644287 5.53460464 6.81365335]
0,70,4,[7.72010093 0.62900931 4.97842616]
1,70,4,[7.91296762 6.73441656]
2,70,3,[1.75694561 7.73824069 3.98096585 6.52592641 2.69754805 4.87556459]
3,70,2,[5.95891609 7.54561133 6.82555328 3.83513171 2.65879771]
0,71,4,[2.54075127 1.55910103 4.53656785 0.71014908 6.77594186]
1,71,4,"[5.66074341 2.79921904 4.85252058 7.7009563  6.52996424 1.96385753
 3.71895008 0.95644661]"
2,71,2,[3.75497362 1.77918294 2.70944583 5.88113074 6.5404057  0.92888161]
3,71,2,[5.55866058 0.61310272 4.58689715]
4,71,4,"[4.56700903 6.88577942 1.97574461 7.82902643 0.82694312 3.78142018
 2.81770729]"
0,72,4,[7.96855671 0.57099368]
1,72,2,[5.92451678 1.78320036 3.8473014  0.59900612 6.97368711]
0,73,2,[2.60293308 1.9581778  3.9352545 ]
1,73,3,"[4.73590709 3.6029942  5.89324947 7.59879732 1.6306325  6.80173865
 2.56108544]"
2,73,4,[1.77642748]
3,73,4,[6.57802865 2.69804103 3.68510387 5.91321437 7.50461142 0.7464089 ]
4,73,3,"[1.89809842 0.89894772 3.93399698 5.80227016 7.70929697 6.94773031
 2.65233184]"
0,74,4,"[2.96904882 7.7894246  0.83728919 3.5452762  6.94420505 5.55693555
 4.98727633]"
1,74,2,[1.54831611]
2,74,3,[5.79417613 4.56644285 6.75287397 1.57315479 2.80346448 3.60765971]
3,74,2,[2.97928362 5.68311952 1.68786724]
4,74,4,[3.94881757]
0,75,4,"[6.80419386 2.71258159 5.55796454 4.65826197 7.77310077 1.6177564
 0.79558007]"
1,75,4,[1.61621374 6.82928125 4.91838117 3.6356984  2.68341615]
2,75,2,[4.96284111 0.68717289 5.59170176 3.98248507]
0,76,4,[5.90335819 7.66625897 1.99502892 6.55381939 2.9189827  0.82803594]
1,76,4,[0.61323598 6.73767237 3.57627312 1.84631344 4.67153908 2.91942602]
2,76,2,[3.53271291 2.5965282  7.79581332 5.55014742]
3,76,4,"[4.72775105 6.72815383 0.97792154 5.67484604 7.85098787 1.95950067
 2.5860626  3.55572435]"
0,77,3,[5.80251595]
0,78,3,[2.76290609 7.91159842 6.78905067 1.95200287 4.54345848 0.91691003]
1,78,3,[5.96286352]
2,78,3,[1.53332454 2.95304309 3.86325908 0.56822093 7.50299527 5.90398025]
0,79,4,[3.94718551 2.70307778 1.83874568 6.57156337 5.90032686]
1,79,3,[7.62132557]
2,79,3,"[7.83553416 5.72232575 4.70196033 6.7893267  3.6851541  2.81482107
 1.56141333]"
3,79,3,[1.91252884 7.9889334  5.52620042]
4,79,3,[3.79777183 4.72130422 0.86297667 5.97049871 7.75538131]
0,80,3,[4.50222014 2.67359938]
1,80,4,"[0.95057016 6.71414563 7.78407477 4.71767684 3.76043463 5.97882471
 1.86104726]"
2,80,4,[5.65900281 3.73382054 4.79660514]
3,80,2,[0.57230149 5.92854205 1.79207226 2.58312602 3.91761495 7.57628314]
4,80,2,[0.73475775 1.90400374 6.72812618 3.81636087 4.50266219 2.54289134]
0,81,4,[1.81077493 5.62127017 4.77366411 0.86281967 3.53157766 2.71443765]
1,81,2,[1.61123475 6.69347765]
2,81,2,[7.70895264]
3,81,3,[2.80598929 4.98379474 5.90462464]
4,81,2,[1.89710254 2.65677465 6.71063177 0.60798851 3.93732266]
5,81,4,[1.75068103 5.73545811 2.91908205 0.6770104 ]
0,82,4,[4.64711359 7.97867306]
1,82,3,[2.5928115  3.62726212 6.89127235 4.78635289 5.90776557]
2,82,3,"[0.8238146  1.59951203 4.72296652 5.98152217 7.68350265 6.52660426
 2.74776259]"
3,82,4,[4.94271737 1.9486339  0.74987494 3.73760706]
4,82,3,[4.52702629 3.54322217]
5,82,2,[3.64264181 1.77594172]
6,82,3,"[3.54872506 1.64678276 2.63033764 7.51970583 6.86478532 4.51774616
 0.9263115 ]"
0,83,4,[5.94585166]
1,83,4,[6.7596714  4.81572611 0.53892867 1.94130994 5.84684423]
2,83,4,[4.73834906 6.6328746 ]
3,83,2,[5.60222002 0.67575439 7.59274277]
4,83,2,[1.69792764 6.71372532]
0,84,2,[0.63817628]
1,84,3,"[5.6741815  1.95936071 2.57759302 0.97468922 4.94404261 3.81054592
 7.64832864]"
2,84,3,[4.59353748 0.88108865 7.79461374 5.90425408 3.82897882 1.99897858]
3,84,2,[0.55614506 3.66251316]
4,84,3,[3.88606538 1.51975545 6.78221896 5.91567473 0.76495726]
0,85,2,[3.83532608]
1,85,2,[0.69964146 1.81653203 3.59654116 2.76732309]
2,85,4,[6.624354  3.8941204]
3,85,3,[4.67468543]
4,85,3,[2.87667616 5.99947192 6.57148825 7.81677232]
5,85,3,[5.99325309 4.78988556 2.61904081 3.50953422 0.93466105]
0,86,2,[0.84431375 6.81484176 4.96923461 2.70132679 3.831813  ]
1,86,2,[4.98299831 3.88671025]
0,87,4,[5.76865359 6.82386849 1.85774321 7.95248138]
1,87,3,[2.6682565]
2,87,3,"[5.66023112 3.73702037 4.55394789 2.7339236  1.71932338 7.50619411
 0.91997756 6.74678877]"
3,87,4,"[6.54451374 7.61049353 3.8480559  0.78979303 2.84068017 4.7375717
 5.99622414 1.82118374]"
4,87,2,"[5.76901939 2.74763051 6.66378116 3.96115427 0.6610681  7.51856547
 4.82197668]"
5,87,2,"[5.82989045 1.50525864 7.60333848 0.92623317 2.52404807 3.99400969
 4.71410891]"
6,87,3,"[1.67599112 7.56356327 6.81145019 5.90407069 2.9151277  4.75593291
 3.67385453 0.73837775]"
0,88,4,[3.52665077 1.57787197 6.63963862 7.8030853  2.89673669 4.89109655]
1,88,4,[7.98778829 5.55512848 4.57978946 0.75327893 2.97747228 3.88330736]
2,88,2,[4.77567534 7.91800552 3.51904666 6.70044654 0.56473867]
3,88,3,[6.75394159 7.81548922 2.66801285 0.95092549]
4,88,4,[2.83545744 1.94534963 6.88413698 7.89069667 3.5907619  0.6582707 ]
5,88,4,[4.68813624 1.51073387 6.54531555 3.76751389 7.98672575 2.99689802]
0,89,2,[5.56738784 3.63309412 7.94758289 0.96956393 2.62513667]
1,89,3,"[5.71497128 3.8372396  4.55278479 7.89130935 2.83544031 6.57846809
 1.7100383  0.7486582 ]"
2,89,2,[5.55063943 6.84700042 7.58072857 2.85942077 3.68988849]
3,89,2,[5.68645667 1.54881565 7.93315017]
0,90,3,"[3.66552423 7.65676682 0.58806537 1.87787602 4.98979696 5.78011724
 6.99682588 2.5664401 ]"
1,90,3,[1.62203311 2.75828949]
2,90,2,[2.97059712 0.79785882 7.59303404 5.8230597 ]
3,90,4,[0.90802199 7.98125185 4.93765086 6.92446742 2.51790237 5.70426929]
4,90,4,[1.78657964 5.93391719 7.76452002]
5,90,4,[2.85128427 6.80956428 5.60276753 3.90820674 4.56456255 7.77595062]
6,90,3,"[6.65378445 2.9610849  7.76237568 5.7875814  0.55419985 4.64608492
 1.7319865  3.59825753]"
0,91,2,[7.69041347 0.59719825]
1,91,3,[2.87689675]
2,91,4,[4.59170728 5.61590672 1.83530291 7.64006536]
3,91,4,[2.97730393]
4,91,4,"[2.86524644 3.51664405 6.53549374 0.67100846 1.77554841 5.53299234
 7.89392302]"
0,92,4,[7.89604655 5.84964269 3.90073448]
1,92,2,[7.65445634 6.94846636 1.73185925]
2,92,3,[1.60294159 0.81602712 5.73662134 7.71247768 6.67563821 4.91399045]
3,92,3,"[6.78898794 7.59715707 5.6832976  0.9738049  3.56632226 1.53412963
 4.81820476 2.51211657]"
4,92,2,[1.99541897 5.75085994 0.51773892 6.69653057 7.57581421]
5,92,4,[7.96862602 6.8683603 ]
0,93,4,[0.77778938 2.84970447 4.7642544  7.87379961 3.81238779]
1,93,4,[1.86295183 0.99134036 4.689115  ]
2,93,4,[1.77543959]
3,93,4,[7.84826177 3.5832736  2.53685669 1.68392323 6.55428296 5.59848515]
4,93,3,[0.89648406 1.60459919 7.78497341]
5,93,4,[6.74665867 1.75492031 4.68080222 7.54055352 2.69254439]
0,94,2,[5.53232033 4.58809555]
1,94,2,"[1.71533253 3.50297739 4.59281968 6.85296435 2.54010666 5.9463775
 7.73456962]"
2,94,4,[0.95703012 1.59554413 6.82925146 5.67086948 2.87113067 7.72302724]
3,94,3,"[1.88149835 0.96887981 4.70535539 6.97988006 3.58761119 2.97486205
 5.60653691 7.79361592]"
4,94,2,"[0.53124269 4.74099633 1.50981016 7.77032842 3.51477231 6.55994641
 2.96844225]"
5,94,3,"[0.71964238 1.6281646  5.86795759 4.51330999 3.90277943 2.55819215
 6.81472846]"
0,95,2,[5.57193653 4.92371726 1.52113817]
