Operation_ID,Job_ID,Work_Load,Processing_Rate
3,20,4,[2.92483096 3.68529381 4.53711628]
0,21,4,[7.78749699 1.81619484 4.69628481 8.82693935]
1,21,2,[7.75361278 1.51160677]
0,22,4,[7.67529545 9.82172691 0.67636491 5.50182692 8.95195934 6.99449247]
0,23,3,"[8.6183784  5.90634061 3.86397039 2.50182641 0.83108029 6.6033536
 4.89614778 7.87692115 9.50380635]"
1,23,3,[4.63231018 1.85290216 0.6076881  5.64159193]
2,23,4,[3.68217262]
3,23,3,"[8.5676084  4.5509735  6.69690158 3.85065294 9.59826887 2.70070109
 1.59052194]"
4,23,3,"[2.81482755 8.88416726 4.52141174 7.80619912 1.94285681 0.68742084
 3.92393638 5.91814653 9.88989418 6.77970614]"
0,24,4,[3.64703506 8.71704837 6.59778492 5.76653304 4.94735356]
0,25,3,"[3.75058595 4.67890737 5.86807802 1.77134005 9.82790466 0.71074684
 2.85483153 7.67295269 6.53832351]"
1,25,2,"[1.99141727 5.91587231 7.56421551 4.51500377 3.91864626 2.95526482
 8.54279573]"
2,25,3,[9.72426627 5.6222713  6.71726197 2.77952234 0.65496678 8.67974897]
3,25,4,"[5.60135839 2.51476225 7.66173439 8.89475012 0.97814012 3.54365394
 9.75907274]"
4,25,4,"[1.91440393 3.77692439 7.57430708 4.51908996 8.61904259 9.76421673
 0.62117458 6.80140498 5.5162878 ]"
5,25,2,[9.95494316 2.7942722  5.62925291]
6,25,4,[1.57407442 7.54482858 8.77687893 4.68775133 9.85464682]
0,26,3,"[8.54945812 9.74035429 6.6522374  1.80549662 5.63587344 7.86640841
 4.84622514 3.66369698 0.9081164  2.51423411]"
1,26,4,"[7.92500309 2.51058615 5.70751591 1.84329426 9.75255869 3.95725096
 0.59978997 8.59720845 4.81608052 6.67995032]"
2,26,2,[6.81429675 7.58502339 0.67615078 9.60271642 5.65903732 1.62385487]
3,26,3,[8.72972012 9.72389477 4.9803107  2.55293811]
4,26,4,"[4.55020721 1.6986403  2.59042809 5.94424506 7.56469447 8.79395674
 9.69221739 0.70940672 6.69635162 3.5120433 ]"
0,27,2,[6.67789813 9.60395148 7.96738769 4.87810308]
1,27,3,[3.73563392 0.66827387 8.6395526  7.69928664 9.67691596 1.98147758]
2,27,3,[3.90402831 9.83436176]
3,27,3,"[3.73320261 5.58448666 2.69505345 8.98711384 9.98020624 4.61640414
 0.78948864 6.80202643 1.78802515]"
4,27,4,[9.68461588 2.71718575 3.93819937]
5,27,3,"[1.71620385 3.55504451 0.51584577 5.5703828  7.66180788 9.52859175
 6.91704646 8.62476953 2.80163044]"
6,27,3,[8.88708544 7.70507259 4.77287368]
0,28,2,[4.66116767 3.80077516 1.7305191  9.54235882 8.59586404]
0,29,3,"[7.57257392 9.5522106  6.51326265 2.99648218 3.59635501 4.54343215
 1.66866671 5.94084208 0.76004182 8.73833426]"
1,29,3,[3.77289282 4.61275609]
2,29,4,[9.58909926 0.73426994 2.97676868]
3,29,2,[0.66080292 6.56264797 3.73494169]
0,30,3,[4.72004257 1.66329438 8.53582944 0.65580325 6.67405247]
1,30,2,[4.64967999 0.53613757 8.93241332 9.5561095 ]
2,30,2,[6.72340023 1.90213058 7.62226291 3.79493364 5.82008531]
3,30,2,[0.81386129 4.80568045 2.52671815 7.96593685 1.50895697]
4,30,2,"[6.51499446 3.58767622 5.65202938 1.52470554 9.77953982 4.50701529
 8.68629238]"
0,31,4,[1.73210983 5.50377316 8.96010234 7.67124412]
1,31,4,[6.94999643 4.72157955 1.63640637 5.94551303]
2,31,2,[4.83816322]
3,31,3,[0.68089921 2.68867845 9.75019815 4.70142814 3.55231991 8.69146333]
4,31,3,[8.57025663 1.95798027]
0,32,3,[0.50640007 9.50118621]
1,32,3,[2.99398223 9.82297603 1.93599483 4.64789654 6.81356245]
2,32,4,[1.79091474 0.95172227 2.96781872 3.76052603 4.77122849]
3,32,2,"[1.94133308 0.5515423  3.52044828 2.50207412 5.81596201 9.60931797
 8.88184008 7.91474241 4.54053776 6.95296342]"
4,32,2,[7.53782564 5.74313525 2.63192865 6.91808904 8.58894296]
0,33,2,"[6.78459935 8.81291364 5.96942028 9.7639264  2.7444435  0.5271445
 7.6966835  4.8726289  3.83913111 1.93312099]"
1,33,2,"[1.55496229 5.70366744 7.5530241  6.84143442 8.96128862 0.71087374
 3.69096908]"
2,33,4,[0.53165192 5.98413198 3.7794992 ]
3,33,3,[0.73688737 6.524905  ]
4,33,4,[0.59119445 5.77623115]
5,33,4,[7.70342236 5.65557392 2.56664744 8.97688937 9.87409006 1.94449923]
0,34,4,[1.52250764 4.93574367 9.60118471 8.79608382]
1,34,2,"[6.64557853 4.88272807 3.60656364 9.55997769 1.65112384 5.71292007
 2.97008872 0.98098849 7.74214538]"
2,34,2,[8.84796096 3.8802009 ]
3,34,3,[0.90325435 9.6057538  8.86163022 1.91122552 4.78377711]
4,34,2,"[9.91659006 2.5945766  0.89543662 4.63934104 7.91961777 6.84179369
 5.57560864 8.53303346 1.99559444]"
5,34,2,[8.96860681 1.55843273]
0,35,2,"[4.62848957 7.65884105 1.51779361 9.88188766 6.74873402 0.73242958
 8.75455079 5.56591985 2.72204096 3.71106018]"
1,35,2,[6.58646521 7.5506998  4.96951858 5.51936436]
2,35,4,[9.76121903 7.69675139 8.74877436]
0,36,4,[6.50616398 7.56310885 9.98306488 3.76104316]
1,36,4,[7.84742514]
2,36,3,[2.86055715 9.61813759 4.5021957  0.93125924]
3,36,4,[7.79854312 6.84305571 3.96906531 0.57743525]
4,36,2,"[8.79971485 7.62900414 6.93363746 0.64272456 2.73720337 1.92204751
 4.69089024 9.97656635 3.52134304 5.93099278]"
5,36,4,"[1.83896685 4.86129435 0.92120269 2.75154299 7.8712106  9.83047394
 5.52984253]"
0,37,4,"[1.58101208 2.94595522 4.75775977 5.86934858 0.94975285 7.83090043
 6.72580227 8.55676063]"
1,37,2,"[6.65668625 3.58709722 4.98957751 9.6139845  8.97641617 5.78591172
 7.90045362 2.73231925 1.5932764 ]"
2,37,2,[4.6532473  3.76384429 7.749898   6.66710892 1.93117574 0.72667884]
3,37,4,[0.7627241  3.60405729 9.77752039 5.9451622  7.99173065 4.72385741]
4,37,2,[6.52360637 2.73534168 5.98115706]
5,37,4,[3.81461472 6.81460816]
0,38,2,"[7.62551039 8.75012587 6.92623654 4.96180441 0.83272804 2.91914364
 9.86624511 5.62732283 1.82794407]"
1,38,2,[8.5228343  3.61562921 7.90834166]
2,38,3,"[1.97659383 5.54076821 6.87868683 9.82076704 0.76616144 7.66171287
 3.57381316 2.52559733 4.57250253]"
3,38,2,[8.51693433 9.65351282 5.69004825 2.55532905 4.53237678]
4,38,3,"[9.72810262 7.50297545 4.68802106 5.53519857 6.61091664 2.99166979
 3.71197764]"
0,39,2,[7.63579971 9.99527487 8.96509351 2.75899865 3.67384945 0.54065707]
1,39,3,[2.78915292 9.64134072 3.70909896 4.72282544 7.73572541 5.88061746]
2,39,4,"[4.50685724 6.70800578 1.57140162 8.9982188  5.69578522 2.77132782
 9.69943437 7.90164751 3.88471557 0.53646115]"
0,40,2,"[0.66152219 3.51205654 8.59336232 4.5543113  9.68086432 6.56725959
 1.65435549 7.55422748 5.85866057]"
1,40,4,"[4.85638113 9.52098959 3.69919292 1.62085164 0.99579731 8.54729684
 7.85451599 6.71249263 5.72623567 2.99191664]"
2,40,2,"[5.89578283 4.52357411 0.81212919 9.86087218 6.50630757 1.96832325
 2.88645947 3.96558522 8.80718255 7.80461132]"
3,40,4,"[0.65865768 5.98736715 6.61007696 1.64082375 4.81191652 7.57817359
 9.66189154 8.55791424 3.71491595 2.86728756]"
4,40,2,"[0.9411094  1.60826559 6.62764813 5.74832971 2.64301035 8.9384443
 7.99857023 4.83339704 3.60853166]"
5,40,4,[0.80471702 3.68588398 7.88133097 2.89399032 5.68279755]
0,41,3,"[7.8748755  1.96901457 8.80804779 5.77540569 4.60349013 0.51273869
 9.8767561  2.80838809 3.53457105]"
1,41,4,[8.87686093 9.59667545]
0,42,3,[4.99735751 5.65527098]
1,42,4,[9.97335264]
2,42,4,"[0.8629409  7.90126464 3.65299022 1.9843755  9.58965838 2.80274699
 4.52361268 6.73107476]"
0,43,3,[5.59792161 2.83694831 9.75845499 6.80982618]
1,43,2,[3.79468277 6.87630457 8.52215229 5.87473604 0.72517231]
0,44,4,[1.83220122 8.51469414 7.89656758 3.60186161 5.67960391]
1,44,3,"[6.74662182 2.67192233 0.80407748 9.72072824 8.59836817 3.8196422
 4.98103606 5.53316059]"
2,44,2,"[1.763585   4.83122029 0.69675726 6.6556563  8.84354078 7.63625716
 9.78689955 2.76645186 5.92157889]"
3,44,2,[1.8155183]
4,44,4,"[9.85429616 0.86897086 4.81981376 1.61492764 6.60773342 8.75188055
 7.71763474 2.99960483 3.85544226 5.59835405]"
5,44,4,[0.83653912]
6,44,3,"[1.66673701 4.55047133 0.52475909 2.63793307 8.70182918 9.62493754
 7.66589783 5.72942976]"
0,45,2,[2.5159177  3.95689341]
1,45,2,[0.59533851 6.80883952 9.87258596]
2,45,4,[1.99466745 7.88069406]
3,45,4,[7.90908139 1.69771373 4.50924967 8.86599873 3.55561175]
4,45,4,[8.85403299 6.90793664 2.97848677 7.57909736]
0,46,2,[1.74819379 8.95316647 3.71817901 2.51437526 9.65565992 7.72817325]
1,46,4,[7.820845]
2,46,2,"[6.59590507 1.51482977 9.70765999 3.94392702 4.56971626 2.56118103
 7.9229616  0.84369264 8.83712472]"
3,46,2,"[8.8312057  7.89233537 2.57279919 5.71420715 1.93460129 4.77481977
 9.9638088  3.53402359]"
0,47,4,[1.98300957 3.75711506]
1,47,3,[7.71896096 6.59285357 0.5555559  9.7478349 ]
2,47,4,"[7.75526859 8.82347994 2.54037809 1.52329964 4.96066224 9.838045
 6.63273336 0.588785  ]"
3,47,3,[6.66323985 7.55463399 4.8923982  0.58947455 8.53851924]
4,47,3,"[8.77201956 7.89546565 1.51832237 9.74195807 0.99972213 4.72568401
 2.90210251]"
0,48,3,[9.69427696 1.55432134 8.63365974 5.52841712]
1,48,3,"[9.7212936  3.73462997 5.56423126 4.55700296 8.60145475 0.94381507
 6.80550196 2.89708143 7.95525156 1.53871207]"
2,48,3,"[6.70139608 2.84227773 4.92594561 0.80860318 3.87659092 8.79413727
 7.81629889 5.51524459]"
0,49,2,"[1.60755268 9.50562521 4.66038908 2.51789867 3.61269001 6.76124298
 7.85591688 5.6220776  8.87145717]"
1,49,2,[8.92731023 1.6137886 ]
2,49,3,[3.76954833 7.93805069]
0,50,3,[6.8661919  8.56295237 4.67826718 2.81647638 1.67536704 5.51970687]
1,50,4,[9.5532406  0.95415939 3.91813947 2.9947108  7.58496652]
0,51,2,[8.52721406 0.98745261 5.54603969 6.97927244 2.52758293 9.76443664]
0,52,4,"[7.953004   5.8632127  0.80322975 4.90389449 1.58120646 3.54205711
 6.98704435 2.69379344 9.77044489 8.75884007]"
0,53,4,[9.63818077 2.80539788]
1,53,4,"[0.51806776 6.52545649 2.55173492 7.64115901 8.69484314 5.87089822
 1.9648225 ]"
2,53,2,[2.84192391 7.91666716 0.97224593 8.51070915 9.97068977]
3,53,4,[2.55581487 8.60097316 4.55448552 9.71220761 7.75698117 1.93634174]
4,53,3,"[9.83413548 3.73392383 6.53698619 5.85538034 4.52456184 0.85535848
 7.53886906 2.94025903 1.96758638]"
5,53,3,[6.67149418 3.76053849 4.78786599 2.63364358 7.77894643 9.63625559]
0,54,2,[7.84010073]
1,54,2,[8.84579968]
2,54,4,"[6.55212543 9.77529337 1.80831076 8.71735165 4.71069431 0.79767083
 3.67970924]"
0,55,3,[0.6241027]
1,55,2,"[7.92994419 6.98919485 1.70663444 9.81816868 3.87875503 8.70459725
 4.78059449 2.57513885]"
0,56,2,"[4.6649407  3.80787514 2.75589331 9.72684973 5.55909561 6.59011494
 1.69375928 0.70983264 7.82717526]"
1,56,3,[3.71972638 9.66298686 2.56356811 6.50531947 7.63304502]
2,56,2,"[1.56618479 0.5696602  7.84590232 2.65482744 4.56429546 5.63979593
 9.59084856 8.9884192 ]"
3,56,4,[8.67244191]
4,56,3,"[1.57281311 0.84874563 5.85736772 2.85756855 3.66683557 7.88968056
 8.5507064 ]"
5,56,4,[5.62319219 0.58129261]
0,57,3,[9.72173297]
1,57,3,[6.87012451 5.93103094 2.83050303 3.68539825 9.96027103 8.99980819]
2,57,3,[2.56159057 8.87073538 1.7504038  7.81618056]
3,57,3,[6.96127755 9.66157768 2.9905696 ]
4,57,2,"[1.86377276 3.69898733 8.56044865 9.53197246 6.92185121 2.512608
 5.57618131]"
0,58,3,[2.99433923 4.52286297]
0,59,4,[6.59680842 9.62338389 1.81271646 0.82566376 7.99388932 2.63875613]
1,59,4,[6.9779778  8.83854741 2.84977012 0.65108349 7.62169733 1.76050392]
2,59,3,[6.89845261]
3,59,2,[1.96058811 0.67722562 6.91136448 2.56980506 5.97927966 3.8906529 ]
4,59,4,[2.95185703 4.51845253 5.56336732 0.90686267 8.94360033]
5,59,2,"[4.60295158 9.67352788 0.81627211 8.71824083 5.67960108 7.53729849
 6.51740043 3.52536122 2.52937354]"
6,59,2,"[9.71695346 0.69821518 1.86309667 3.84124393 5.7768859  8.99258902
 4.67983108 2.77677599]"
0,60,2,"[5.5783916  3.98070183 8.9454582  6.87325178 4.86913543 1.86325428
 2.82812409 0.52817304 9.51613172 7.99555627]"
1,60,4,[5.66946306 0.54695191 9.69570041 2.57001925 6.68005345]
2,60,3,[1.9277711  0.8187026  3.76596818]
3,60,3,[3.53539366 9.75499874 4.84694164 8.9997812 ]
4,60,4,[3.63481043 7.69473268 1.87707522 9.59146163 2.88099262 6.76518403]
5,60,3,[4.86669041 2.51991371 0.55093866 5.79372142 8.53899079]
6,60,3,[5.6916844  1.600122   7.70966132 2.72342913]
0,61,3,"[3.69914879 4.59838256 0.89320466 2.87776373 9.84372339 7.62454647
 6.65346702 1.59338355]"
1,61,4,[5.60051442 9.83879653 1.77747393 0.99249583 3.97649835]
2,61,2,[2.71163956 3.66442776]
3,61,3,[5.91299579 6.90468994 3.90115673 9.94931336]
0,62,3,[9.97549813 0.61006852 6.74286456 1.92220333 7.61617089]
1,62,4,[9.9755144  8.87383749 7.75534922 5.50538099 0.68785239]
2,62,2,"[2.6579749  9.52640924 4.99782062 0.96047101 3.57039138 7.77430267
 8.58303224]"
0,63,3,"[5.65483602 1.7241121  0.78376342 7.84473236 2.76379695 9.8010838
 8.73140011 6.67474135]"
1,63,2,"[4.70025901 3.63443771 6.57049192 8.56587682 1.75078707 5.98033413
 2.66085619 0.84576955 7.91463314]"
2,63,2,[1.93868901 0.63742223 3.92677719]
3,63,2,[1.56097371 7.51641326 0.55027461 6.62937783 2.73601795 5.66799779]
4,63,3,[6.72883453]
5,63,2,[9.7249843  3.69011226 6.90937402 0.80255448]
6,63,4,"[4.95215261 5.56816866 1.59464121 2.63087963 3.94714855 8.53462288
 0.55049857 9.91808649 6.99599333 7.70275202]"
0,64,2,[1.98995715 2.92809772 0.84383905 6.56301378 4.84214301 9.82178911]
1,64,4,[9.65948014 4.9867391  0.76544552 7.52076597]
2,64,3,"[6.95792134 7.59761749 4.99612132 0.58233002 1.78625446 2.57307539
 8.71697598 9.6302287  3.97354266 5.88611164]"
3,64,2,[3.95378519 1.51921239 7.81799536 6.53949104 8.85891838]
4,64,3,[5.55102086]
0,65,4,"[8.91116247 6.77238289 5.97066292 3.54741848 0.91719829 9.94328743
 1.63815185]"
1,65,3,"[4.84712534 6.98610545 2.57792942 1.59329816 0.93714592 7.94779893
 8.99120739 5.71083414 3.8564529  9.51214573]"
2,65,4,"[0.82951498 2.97923915 9.97527152 1.57535492 5.83427919 8.73697962
 7.84898495 6.87972193]"
3,65,4,"[0.82300632 4.78089203 2.76456359 6.96580272 8.66977703 9.66455845
 3.51439025]"
4,65,3,[6.67453976 5.84934724 9.96650051 7.99559851]
5,65,3,"[4.71264739 3.5762515  6.99833374 0.84669369 7.74591194 9.95525145
 5.56588756 2.59700826 8.68206897]"
0,66,2,[4.52249777 2.9436725  6.74707034]
1,66,2,"[8.95968748 6.9447761  2.88066289 7.7927284  3.84314459 9.73674099
 5.97601529 0.51462446 4.54299512 1.9141992 ]"
2,66,3,[7.85712637]
3,66,3,[9.85939781 5.99325688]
4,66,4,[9.70055417 1.98829732 8.54195797 4.65530134]
5,66,4,[7.80433122 4.90231764 6.7963143 ]
0,67,4,"[5.66521908 7.95564116 9.74810477 3.61034648 2.97773692 4.98375519
 0.93108542 8.60434269 1.8570104 ]"
1,67,3,"[5.81767698 3.73449774 2.95050633 9.9861148  4.92824831 1.62878656
 6.54533218 0.62069466 7.81952704 8.72608117]"
2,67,3,[7.85375366 6.69795684 0.78130429 5.98140365]
3,67,2,"[0.94126007 8.55579586 3.58867809 6.68614129 9.55778424 1.76770737
 2.53046778 5.63475863 7.81835972 4.54153884]"
0,68,3,"[4.83476726 3.66529009 6.51137689 0.51198277 5.80736371 9.66485162
 8.98664381 7.80862893 1.7085351 ]"
1,68,2,[0.78123065 5.98710878 6.84871078 7.79511525]
2,68,2,"[7.85002533 0.83850809 6.66326658 4.55765424 3.55618009 1.58149604
 5.78706256 8.90792495 2.92130621]"
3,68,2,[3.87671869 0.57799126]
4,68,4,"[7.85557725 9.59743381 0.92716554 6.76433908 2.58239008 8.84617123
 3.94319385 4.90807037 5.56701897 1.97370259]"
5,68,3,"[7.83614844 0.75332895 4.59872298 9.66894838 6.84312527 5.57551592
 2.92679303]"
6,68,3,"[3.80114518 0.54040536 9.59692746 1.78627879 4.93764884 2.72198055
 6.8586453  8.68659193]"
0,69,2,"[0.94525442 5.51814654 8.87376889 2.56893547 6.81927978 9.8594212
 3.6091759  7.90981705 1.85686924 4.66781089]"
0,70,3,[2.67155576 1.62357743 5.65832079]
1,70,3,"[9.83341822 6.54035647 7.78452478 3.99290299 0.89213303 8.98406108
 1.76268036 5.5864299  2.50007463]"
2,70,2,[7.82912576 0.95628049 4.68891519]
3,70,3,[5.62911916 4.75831333 7.69960288]
4,70,4,[4.98974286 5.92106459 3.7321688  7.62333257 9.60571033 2.74648435]
5,70,3,[1.7134266  0.86421016 3.86817414 2.81315094]
0,71,4,[3.72475468 7.56280854]
0,72,4,[5.65383772 8.93461527 0.65938326]
1,72,4,"[3.82351584 1.64598875 9.62153068 0.72115141 4.93324515 2.62594718
 7.97665411 6.8187687 ]"
2,72,2,[0.5143431]
0,73,3,[7.51841194 4.77230427]
1,73,2,"[1.92256124 6.65267308 2.76263635 0.96993218 3.83898648 5.97916258
 8.87125137 4.92057918]"
0,74,3,[2.96514981 8.88855217 3.74484101 6.85159061 4.99762311]
1,74,2,"[3.96810472 1.73023    9.80960419 7.66120641 2.96994422 0.57509075
 4.77492676 5.77169943 8.655818  ]"
2,74,2,[2.64044743 7.6090964  3.61745868 4.77201352 9.93644099]
3,74,4,[9.94865523 0.74937294 6.92647846 8.63708739 2.64153375]
0,75,3,[2.85376884 3.72365037 8.73856819]
1,75,3,[2.97434531 9.77972423 3.77413413 4.89743149 7.85707667]
0,76,3,[9.58107198 4.98140798 5.7642679  3.63109091 7.50570755]
1,76,3,"[8.59572419 6.58117584 9.55452429 4.96649915 5.64696088 7.90527477
 0.59249712]"
2,76,4,"[4.52434745 8.73153607 3.69668466 7.83643391 5.51924474 2.81231939
 0.52642962 1.60495668 6.94177096]"
3,76,4,[2.94922587 7.92715609 3.67843003 0.5706135  8.50445269 1.63612267]
4,76,4,[4.78613511]
5,76,2,[1.57758489 3.97022038 0.7554485  9.94631718 5.75998863 6.91880114]
6,76,2,[7.56144939 0.84651609 9.82364697 1.98456164 3.70596136 8.73835194]
0,77,2,[0.6458459  9.79090597 1.98899458 2.89267973]
0,78,4,"[2.73601937 8.64859437 9.80017013 7.51686077 6.51871659 1.76895985
 0.88682121 3.52594273]"
0,79,4,[9.74294458 3.56355646 7.77392645]
1,79,4,"[9.70414842 1.66981521 0.57069404 5.85548246 2.94160653 7.59244393
 3.59343594 4.59136802]"
2,79,3,[9.52130678 2.82034276 4.74044258 1.5541214  3.89110723 5.67802473]
3,79,4,[2.67022532 0.73341113]
4,79,2,[5.72072653 4.81102785 1.78475919 0.85863477 3.6096944 ]
