Operation_ID,Job_ID,Work_Load,Processing_Rate
2,9,4,[0.55923787 3.97648021 2.86935798]
0,10,2,[3.56470906 2.57077016 4.97989611 0.53816189]
1,10,4,[0.81915547 4.7470103  2.90754685]
2,10,4,[3.74047944 2.91293169 4.93891747 1.99297237 0.63340353]
3,10,2,[3.77700797]
4,10,4,[3.6229306  4.91386948 0.97816321 2.77557809]
0,11,3,[0.53259389 3.86736551 4.62615612 2.60641068 1.60436064]
1,11,4,[2.92767608 4.55822804 1.93180306]
2,11,2,[1.6741339  4.69408014 2.50816319]
3,11,4,[0.74168185 4.56051369 2.64400196 1.97358454 3.86085162]
0,12,3,[1.50714732 3.59256452]
1,12,3,[1.83070347 0.68550354 2.97073993 3.85763287 4.50750537]
2,12,2,[2.79455771]
3,12,4,[2.6743637]
4,12,4,[1.62754703 2.92934205 3.54785576]
0,13,2,[3.77433073]
1,13,2,[0.87361952 3.911421   2.52852961 4.94524693 1.68684926]
2,13,2,[3.60894935 0.51080996 2.93549671 4.91259584 1.89763029]
0,14,4,[1.54642966]
1,14,3,[0.56963926]
2,14,2,[4.93874874]
3,14,2,[4.98934637 0.53840059 3.93088552 1.75652355]
4,14,2,[2.56018179 4.95528921]
5,14,2,[4.89204793 0.67004845]
0,15,3,[3.54328589 1.98675876 0.91290366 2.89476347 4.51442542]
1,15,3,[2.75177753]
2,15,2,[3.70403207 1.56823946 4.61290758 0.7757314  2.72656028]
3,15,4,[1.59924081 2.74693968]
4,15,4,[1.98823256]
0,16,3,[4.78280832 3.54523908 2.52042175 0.88869128 1.84712315]
1,16,3,[2.78053937 4.59308288 0.8503619  1.6404847  3.65857849]
2,16,4,[3.88348931 4.66716082 0.51197483 2.53422683]
3,16,3,[2.9983917]
4,16,3,[4.89776769]
0,17,4,[0.91054707 2.69263544 4.55400085 1.52851342]
0,18,4,[4.61545592 0.54334113]
1,18,2,[3.60161226 1.88344488 0.96880944 4.84627638]
2,18,3,[1.51739289 4.92534333 2.93336946]
3,18,4,[4.6951401  0.50671399]
4,18,4,[1.99721884]
0,19,3,[1.9791029  2.87317594]
1,19,4,[0.61682841 2.77614077 4.6558215  1.5627904  3.6039478 ]
2,19,2,[3.50701948 2.96894225 1.66259983 0.50507741]
3,19,2,[0.67842415 2.76941826]
4,19,4,[4.85612067]
5,19,4,[4.89828878 0.65821023 2.63097332 1.63161446]
6,19,4,[0.67521734]
0,20,4,[1.94596954 0.82821436 2.6477358  3.7806556  4.79930578]
1,20,3,[1.69990582 3.74823337 4.92030661 2.69104925 0.95504728]
2,20,4,[0.96327921 4.56539007 1.8465445  3.72586775]
3,20,2,[2.64465921 1.5792058 ]
0,21,2,[4.77871223 1.50453805 3.9419462  0.94562729]
1,21,4,[1.7628684]
2,21,4,[3.63636511 0.93495857 2.76914654 4.68570819]
3,21,4,[0.90136296]
4,21,3,[3.64515848 2.91375046 0.52587666]
5,21,2,[3.68416297 1.65966353 0.97745467 2.8756619  4.80663589]
0,22,3,[0.64133737 1.63003435]
1,22,2,[3.9022563  1.68572461 2.63258914]
2,22,4,[4.88467961 3.72543874]
3,22,2,[4.58043615]
4,22,3,[0.93640051]
5,22,3,[0.61899297 4.60232038 1.61626591 3.81289396 2.76755065]
6,22,3,[0.72523777 3.96650378 1.74156287 2.75186974 4.5698258 ]
0,23,3,[2.79630079 1.67151955 4.73604908]
1,23,3,[3.53614376 2.57356152 1.56288104]
2,23,2,[4.59277769]
3,23,3,[2.99523871 3.84062037]
4,23,2,[4.60742817 1.7323477  3.99636879 0.73527447]
0,24,2,[1.73049667 4.7554377 ]
1,24,3,[4.57070231 1.64856827 3.53998238]
2,24,3,[3.73254501]
0,25,2,[3.83308701 4.93698751 1.977633  ]
1,25,3,[4.728073   2.80492119 0.71978762]
2,25,3,[2.90239787 0.97977242 4.56061797 1.64318993]
0,26,4,[2.84596637 1.58809374 4.95426082]
1,26,4,[0.96007811]
0,27,2,[0.79240647 1.91616556 4.82595281 2.88778853 3.58776455]
0,28,2,[1.97755096 3.99626672 0.78132712 2.65327004]
1,28,4,[3.58313812 4.69575182 1.92884657]
2,28,4,[4.68648782 3.89153494 0.90592106 2.53449798]
3,28,3,[4.81217742 2.56430483 1.79131145 3.89467525 0.60029565]
4,28,2,[4.68659113]
0,29,3,[0.82126233 3.64084331 4.80431549]
1,29,3,[0.61813299]
2,29,4,[3.55061897 0.85901637 4.56671821]
3,29,2,[0.90155069]
4,29,2,[4.9111263]
5,29,3,[4.83601521 0.78972628 1.73898081]
6,29,4,[0.98831765 1.71807215 3.89523657]
0,30,4,[1.87928559]
0,31,4,[1.87537902 3.56631838 2.94032209 4.61653891 0.79128699]
1,31,2,[1.66363949 0.70483374 2.97957158 4.66595642]
0,32,4,[1.82596842 3.83104335 4.76689212 0.56490178 2.6842806 ]
0,33,4,[0.84692103 4.94609169 3.59136768 1.83964303]
0,34,4,[4.62922568 2.82893737 3.57933191]
1,34,3,[1.55338051 4.80162815 0.58909561 3.53404486]
2,34,4,[3.88159409 1.97443644 4.54667231 0.6668169 ]
3,34,3,[2.94844    4.64951259]
4,34,4,[2.67046887 4.60077031 0.80015549 3.80819828]
5,34,2,[4.64425249 2.84502742 1.65771127 0.94992246]
0,35,4,[0.97088449]
1,35,3,[4.65951128 0.99125444]
2,35,2,[0.85764239 4.82657712]
0,36,3,[1.5864113 0.7728749]
1,36,4,[3.83124523 0.92500584 1.58550791 2.88719914 4.63489301]
2,36,3,[2.91050226 3.90316385 0.73929528 4.51119322]
3,36,3,[3.67558308 1.64725752 0.74858108 4.92852135 2.99655191]
4,36,2,[2.50844545 4.84799438 0.80990336]
5,36,4,[2.97130421 1.66183458 3.51440652 0.56615368 4.93898763]
6,36,3,[2.98019123 0.84158074]
0,37,4,[1.66074122 4.64031737]
1,37,4,[1.61004864 2.79214132 4.94277617 3.80162609 0.56295167]
2,37,2,[4.74774297 1.65789124 2.94138958 0.73375304]
3,37,4,[2.97986236 4.72398307 3.98972581 0.78431129 1.59276067]
0,38,3,[0.58637601 4.80666133 2.53971989 1.60084641]
1,38,3,[0.6793463]
2,38,2,[3.66250884 2.79701095 0.7801382  1.74443621]
3,38,3,[1.86786896 0.50535559 2.96412244]
4,38,4,[2.90473877 4.96764315 1.53147792 3.75476716 0.80342168]
5,38,2,[1.96559415 2.62354799 4.71630325 0.51745738 3.85407932]
6,38,4,[4.93915955]
0,39,2,[1.53177877]
1,39,3,[3.52414164]
0,40,3,[0.51912014 1.54778755 3.77947763]
1,40,3,[1.6408388]
2,40,3,[4.89918383 1.53312895 3.882057   0.83102072 2.9481864 ]
3,40,2,[0.93452889]
4,40,4,[0.61351216]
5,40,2,[4.98410317 0.80965449]
0,41,4,[4.79313149 2.55777745 3.8707822  0.72528047]
1,41,4,[4.8601921  0.50427542 3.62526189 2.94763446 1.85006903]
2,41,3,[3.567667   0.82671412 2.6776786  4.51806816 1.51791565]
3,41,3,[0.50665935 2.97917137]
0,42,2,[2.71346673 4.98635617 0.59455453 1.79644774 3.91172463]
1,42,4,[1.73657999]
2,42,4,[0.55479449]
3,42,3,[2.84736805 3.73420427]
4,42,2,[1.69139017 0.88742683]
0,43,2,[1.66664929 2.84359686 3.89377257]
1,43,3,[1.97440864]
2,43,2,[3.59561591 1.83011992 4.99560756 2.9877598 ]
3,43,3,[2.50798853]
4,43,4,[2.79200605 3.51023741 0.68192718 1.96352461]
0,44,2,[3.80053057 4.68139199 0.67228908 2.7494951  1.52710794]
0,45,3,[3.80612941 4.62790113]
1,45,2,[0.59210538]
2,45,4,[4.89818486 2.69989118]
3,45,3,[0.87888121 1.60674856]
4,45,3,[1.5332705]
5,45,3,[0.73902545 2.73031107 1.88527059]
6,45,4,[1.79147017 2.61068067 0.9854916  4.80935008 3.53644593]
0,46,2,[3.63221685 4.96381719 0.89956979 2.50261426 1.78946279]
0,47,2,[4.94212827 0.85551311 3.89747875]
1,47,3,[3.74898384]
2,47,4,[3.52409079 4.68324098 0.91360812 2.64619296 1.50928754]
3,47,4,[1.74150614 2.98580426]
4,47,4,[0.81845262 1.77621567 4.98470077]
5,47,3,[3.67098499 2.80062739 4.50739057 0.81187868]
0,48,2,[0.95989442 3.51361456 1.97149506]
1,48,3,[2.89126498]
2,48,2,[1.78990124 3.81984198 0.62187922 4.95904981]
3,48,4,[3.670951   1.87455409 4.82560905 2.74860569 0.72800822]
0,49,2,[4.74961359 1.65452299]
1,49,2,[0.6346273  3.62012939 4.93540507]
2,49,3,[0.86215654]
3,49,3,[2.62098593]
